venta_id,timestamp,timestamp_iso,producto_id,producto,cantidad,precio_unitario,total,descuento,total_neto,monto_descuento
141,2026-04-18 16:02:22+00:00,2026-04-18T16:02:22Z,P007,Galletas,2,1.6,3.2,0.19,2.59,0.61
980,2026-04-18 16:04:14+00:00,2026-04-18T16:04:14Z,P007,Galletas,1,1.6,1.6,0.14,1.38,0.22
35,2026-04-18 16:05:05+00:00,2026-04-18T16:05:05Z,P008,Jugo,3,2.9,8.7,0.13,7.57,1.13
1167,2026-04-18 16:05:11+00:00,2026-04-18T16:05:11Z,P004,Huevos,1,3.9,3.9,0.15,3.32,0.58
65,2026-04-18 16:06:04+00:00,2026-04-18T16:06:04Z,P004,Huevos,1,3.9,3.9,0.09,3.55,0.35
769,2026-04-18 16:06:50+00:00,2026-04-18T16:06:50Z,P005,Arroz,3,2.1,6.3,0.11,5.61,0.69
905,2026-04-18 16:08:10+00:00,2026-04-18T16:08:10Z,P005,Arroz,1,2.1,2.1,0.01,2.08,0.02
688,2026-04-18 16:09:06+00:00,2026-04-18T16:09:06Z,P003,Leche,1,1.8,1.8,0.16,1.51,0.29
78,2026-04-18 16:09:27+00:00,2026-04-18T16:09:27Z,P003,Leche,1,1.8,1.8,0.05,1.71,0.09
318,2026-04-18 16:09:58+00:00,2026-04-18T16:09:58Z,P006,Queso,1,4.5,4.5,0.18,3.69,0.81
428,2026-04-18 16:10:33+00:00,2026-04-18T16:10:33Z,P007,Galletas,1,1.6,1.6,0.13,1.39,0.21
395,2026-04-18 16:10:42+00:00,2026-04-18T16:10:42Z,P006,Queso,3,4.5,13.5,0.06,12.69,0.81
729,2026-04-18 16:11:24+00:00,2026-04-18T16:11:24Z,P005,Arroz,2,2.1,4.2,0.03,4.07,0.13
982,2026-04-18 16:11:30+00:00,2026-04-18T16:11:30Z,P001,Café,3,2.5,7.5,0.05,7.12,0.38
644,2026-04-18 16:12:47+00:00,2026-04-18T16:12:47Z,P007,Galletas,1,1.6,1.6,0.13,1.39,0.21
1128,2026-04-18 16:13:24+00:00,2026-04-18T16:13:24Z,P005,Arroz,1,2.1,2.1,0.14,1.81,0.29
38,2026-04-18 16:13:59+00:00,2026-04-18T16:13:59Z,P004,Huevos,2,3.9,7.8,0.02,7.64,0.16
1135,2026-04-18 16:14:16+00:00,2026-04-18T16:14:16Z,P005,Arroz,1,2.1,2.1,0.01,2.08,0.02
219,2026-04-18 16:14:29+00:00,2026-04-18T16:14:29Z,P005,Arroz,1,2.1,2.1,0.1,1.89,0.21
513,2026-04-18 16:14:47+00:00,2026-04-18T16:14:47Z,P003,Leche,1,1.8,1.8,0.12,1.58,0.22
897,2026-04-18 16:15:32+00:00,2026-04-18T16:15:32Z,P005,Arroz,2,2.1,4.2,0.08,3.86,0.34
553,2026-04-18 16:15:36+00:00,2026-04-18T16:15:36Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
1014,2026-04-18 16:16:11+00:00,2026-04-18T16:16:11Z,P007,Galletas,1,1.6,1.6,0.12,1.41,0.19
616,2026-04-18 16:17:40+00:00,2026-04-18T16:17:40Z,P007,Galletas,1,1.6,1.6,0.0,1.6,0.0
796,2026-04-18 16:18:19+00:00,2026-04-18T16:18:19Z,P002,Pan,1,1.2,1.2,0.06,1.13,0.07
265,2026-04-18 16:18:29+00:00,2026-04-18T16:18:29Z,P007,Galletas,1,1.6,1.6,0.09,1.46,0.14
710,2026-04-18 16:20:24+00:00,2026-04-18T16:20:24Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
1143,2026-04-18 16:20:32+00:00,2026-04-18T16:20:32Z,P004,Huevos,1,3.9,3.9,0.13,3.39,0.51
272,2026-04-18 16:21:42+00:00,2026-04-18T16:21:42Z,P002,Pan,1,1.2,1.2,0.18,0.98,0.22
908,2026-04-18 16:22:04+00:00,2026-04-18T16:22:04Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
274,2026-04-18 16:22:06+00:00,2026-04-18T16:22:06Z,P004,Huevos,1,3.9,3.9,0.05,3.7,0.2
1055,2026-04-18 16:25:17+00:00,2026-04-18T16:25:17Z,P008,Jugo,2,2.9,5.8,0.05,5.51,0.29
367,2026-04-18 16:27:10+00:00,2026-04-18T16:27:10Z,P008,Jugo,1,2.9,2.9,0.19,2.35,0.55
594,2026-04-18 16:27:11+00:00,2026-04-18T16:27:11Z,P008,Jugo,2,2.9,5.8,0.14,4.99,0.81
1176,2026-04-18 16:27:19+00:00,2026-04-18T16:27:19Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
810,2026-04-18 16:29:54+00:00,2026-04-18T16:29:54Z,P002,Pan,1,1.2,1.2,0.0,1.2,0.0
996,2026-04-18 16:30:16+00:00,2026-04-18T16:30:16Z,P005,Arroz,2,2.1,4.2,0.1,3.78,0.42
977,2026-04-18 16:30:55+00:00,2026-04-18T16:30:55Z,P008,Jugo,1,2.9,2.9,0.13,2.52,0.38
675,2026-04-18 16:31:49+00:00,2026-04-18T16:31:49Z,P004,Huevos,2,3.9,7.8,0.08,7.18,0.62
1015,2026-04-18 16:32:18+00:00,2026-04-18T16:32:18Z,P006,Queso,4,4.5,18.0,0.05,17.1,0.9
1130,2026-04-18 16:33:08+00:00,2026-04-18T16:33:08Z,P005,Arroz,1,2.1,2.1,0.13,1.83,0.27
610,2026-04-18 16:34:17+00:00,2026-04-18T16:34:17Z,P003,Leche,1,1.8,1.8,0.19,1.46,0.34
440,2026-04-18 16:34:24+00:00,2026-04-18T16:34:24Z,P007,Galletas,3,1.6,4.8,0.05,4.56,0.24
1102,2026-04-18 16:34:44+00:00,2026-04-18T16:34:44Z,P008,Jugo,1,2.9,2.9,0.01,2.87,0.03
695,2026-04-18 16:35:15+00:00,2026-04-18T16:35:15Z,P002,Pan,1,1.2,1.2,0.07,1.12,0.08
623,2026-04-18 16:36:54+00:00,2026-04-18T16:36:54Z,P008,Jugo,2,2.9,5.8,0.08,5.34,0.46
1012,2026-04-18 16:37:22+00:00,2026-04-18T16:37:22Z,P006,Queso,4,4.5,18.0,0.14,15.48,2.52
569,2026-04-18 16:37:25+00:00,2026-04-18T16:37:25Z,P007,Galletas,1,1.6,1.6,0.04,1.54,0.06
304,2026-04-18 16:37:28+00:00,2026-04-18T16:37:28Z,P006,Queso,3,4.5,13.5,0.16,11.34,2.16
890,2026-04-18 16:37:36+00:00,2026-04-18T16:37:36Z,P007,Galletas,2,1.6,3.2,0.15,2.72,0.48
514,2026-04-18 16:37:37+00:00,2026-04-18T16:37:37Z,P007,Galletas,1,1.6,1.6,0.1,1.44,0.16
60,2026-04-18 16:37:38+00:00,2026-04-18T16:37:38Z,P001,Café,2,2.5,5.0,0.04,4.8,0.2
868,2026-04-18 16:41:42+00:00,2026-04-18T16:41:42Z,P008,Jugo,4,2.9,11.6,0.19,9.4,2.2
127,2026-04-18 16:42:01+00:00,2026-04-18T16:42:01Z,P002,Pan,2,1.2,2.4,0.06,2.26,0.14
433,2026-04-18 16:42:30+00:00,2026-04-18T16:42:30Z,P007,Galletas,1,1.6,1.6,0.16,1.34,0.26
226,2026-04-18 16:43:49+00:00,2026-04-18T16:43:49Z,P001,Café,3,2.5,7.5,0.05,7.12,0.38
476,2026-04-18 16:43:51+00:00,2026-04-18T16:43:51Z,P005,Arroz,2,2.1,4.2,0.04,4.03,0.17
560,2026-04-18 16:44:12+00:00,2026-04-18T16:44:12Z,P008,Jugo,1,2.9,2.9,0.15,2.46,0.44
348,2026-04-18 16:45:09+00:00,2026-04-18T16:45:09Z,P005,Arroz,1,2.1,2.1,0.06,1.97,0.13
1180,2026-04-18 16:46:07+00:00,2026-04-18T16:46:07Z,P003,Leche,1,1.8,1.8,0.19,1.46,0.34
136,2026-04-18 16:47:45+00:00,2026-04-18T16:47:45Z,P002,Pan,2,1.2,2.4,0.1,2.16,0.24
459,2026-04-18 16:48:12+00:00,2026-04-18T16:48:12Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
509,2026-04-18 16:49:18+00:00,2026-04-18T16:49:18Z,P007,Galletas,1,1.6,1.6,0.04,1.54,0.06
602,2026-04-18 16:49:49+00:00,2026-04-18T16:49:49Z,P008,Jugo,1,2.9,2.9,0.08,2.67,0.23
1005,2026-04-18 16:49:52+00:00,2026-04-18T16:49:52Z,P003,Leche,2,1.8,3.6,0.13,3.13,0.47
852,2026-04-18 16:51:36+00:00,2026-04-18T16:51:36Z,P008,Jugo,1,2.9,2.9,0.19,2.35,0.55
716,2026-04-18 16:51:47+00:00,2026-04-18T16:51:47Z,P006,Queso,3,4.5,13.5,0.03,13.1,0.4
5,2026-04-18 16:51:55+00:00,2026-04-18T16:51:55Z,P001,Café,2,2.5,5.0,0.08,4.6,0.4
396,2026-04-18 16:52:55+00:00,2026-04-18T16:52:55Z,P001,Café,1,2.5,2.5,0.04,2.4,0.1
1113,2026-04-18 16:53:24+00:00,2026-04-18T16:53:24Z,P008,Jugo,1,2.9,2.9,0.19,2.35,0.55
412,2026-04-18 16:53:41+00:00,2026-04-18T16:53:41Z,P008,Jugo,1,2.9,2.9,0.03,2.81,0.09
1041,2026-04-18 16:54:24+00:00,2026-04-18T16:54:24Z,P004,Huevos,1,3.9,3.9,0.01,3.86,0.04
1053,2026-04-18 16:54:58+00:00,2026-04-18T16:54:58Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
81,2026-04-18 16:55:26+00:00,2026-04-18T16:55:26Z,P003,Leche,4,1.8,7.2,0.08,6.62,0.58
882,2026-04-18 16:56:20+00:00,2026-04-18T16:56:20Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
885,2026-04-18 16:56:47+00:00,2026-04-18T16:56:47Z,P005,Arroz,3,2.1,6.3,0.18,5.17,1.13
728,2026-04-18 16:56:59+00:00,2026-04-18T16:56:59Z,P006,Queso,1,4.5,4.5,0.15,3.82,0.68
138,2026-04-18 16:58:24+00:00,2026-04-18T16:58:24Z,P007,Galletas,4,1.6,6.4,0.2,5.12,1.28
69,2026-04-18 16:59:42+00:00,2026-04-18T16:59:42Z,P002,Pan,4,1.2,4.8,0.19,3.89,0.91
1163,2026-04-18 17:00:04+00:00,2026-04-18T17:00:04Z,P007,Galletas,2,1.6,3.2,0.07,2.98,0.22
1,2026-04-18 17:01:47+00:00,2026-04-18T17:01:47Z,P005,Arroz,1,2.1,2.1,0.04,2.02,0.08
429,2026-04-18 17:02:36+00:00,2026-04-18T17:02:36Z,P002,Pan,1,1.2,1.2,0.19,0.97,0.23
1111,2026-04-18 17:02:53+00:00,2026-04-18T17:02:53Z,P003,Leche,1,1.8,1.8,0.15,1.53,0.27
1045,2026-04-18 17:03:13+00:00,2026-04-18T17:03:13Z,P005,Arroz,1,2.1,2.1,0.01,2.08,0.02
1142,2026-04-18 17:03:19+00:00,2026-04-18T17:03:19Z,P001,Café,1,2.5,2.5,0.13,2.17,0.33
637,2026-04-18 17:04:33+00:00,2026-04-18T17:04:33Z,P001,Café,2,2.5,5.0,0.08,4.6,0.4
541,2026-04-18 17:05:32+00:00,2026-04-18T17:05:32Z,P006,Queso,1,4.5,4.5,0.07,4.18,0.32
1061,2026-04-18 17:05:41+00:00,2026-04-18T17:05:41Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
1174,2026-04-18 17:05:46+00:00,2026-04-18T17:05:46Z,P007,Galletas,1,1.6,1.6,0.03,1.55,0.05
354,2026-04-18 17:06:49+00:00,2026-04-18T17:06:49Z,P006,Queso,1,4.5,4.5,0.0,4.5,0.0
96,2026-04-18 17:07:46+00:00,2026-04-18T17:07:46Z,P005,Arroz,1,2.1,2.1,0.06,1.97,0.13
826,2026-04-18 17:08:21+00:00,2026-04-18T17:08:21Z,P008,Jugo,1,2.9,2.9,0.07,2.7,0.2
627,2026-04-18 17:08:56+00:00,2026-04-18T17:08:56Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
305,2026-04-18 17:09:28+00:00,2026-04-18T17:09:28Z,P002,Pan,1,1.2,1.2,0.02,1.18,0.02
77,2026-04-18 17:09:34+00:00,2026-04-18T17:09:34Z,P001,Café,3,2.5,7.5,0.19,6.08,1.42
894,2026-04-18 17:09:53+00:00,2026-04-18T17:09:53Z,P001,Café,2,2.5,5.0,0.04,4.8,0.2
221,2026-04-18 17:10:04+00:00,2026-04-18T17:10:04Z,P008,Jugo,4,2.9,11.6,0.07,10.79,0.81
422,2026-04-18 17:10:25+00:00,2026-04-18T17:10:25Z,P005,Arroz,2,2.1,4.2,0.16,3.53,0.67
401,2026-04-18 17:10:28+00:00,2026-04-18T17:10:28Z,P007,Galletas,1,1.6,1.6,0.16,1.34,0.26
816,2026-04-18 17:11:20+00:00,2026-04-18T17:11:20Z,P001,Café,1,2.5,2.5,0.09,2.28,0.22
303,2026-04-18 17:11:49+00:00,2026-04-18T17:11:49Z,P008,Jugo,1,2.9,2.9,0.01,2.87,0.03
875,2026-04-18 17:12:07+00:00,2026-04-18T17:12:07Z,P007,Galletas,1,1.6,1.6,0.09,1.46,0.14
1092,2026-04-18 17:12:23+00:00,2026-04-18T17:12:23Z,P001,Café,3,2.5,7.5,0.07,6.98,0.52
585,2026-04-18 17:12:28+00:00,2026-04-18T17:12:28Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
1020,2026-04-18 17:14:43+00:00,2026-04-18T17:14:43Z,P004,Huevos,3,3.9,11.7,0.04,11.23,0.47
59,2026-04-18 17:15:25+00:00,2026-04-18T17:15:25Z,P002,Pan,4,1.2,4.8,0.07,4.46,0.34
642,2026-04-18 17:15:35+00:00,2026-04-18T17:15:35Z,P005,Arroz,2,2.1,4.2,0.18,3.44,0.76
349,2026-04-18 17:15:36+00:00,2026-04-18T17:15:36Z,P007,Galletas,1,1.6,1.6,0.01,1.58,0.02
246,2026-04-18 17:17:02+00:00,2026-04-18T17:17:02Z,P006,Queso,1,4.5,4.5,0.08,4.14,0.36
182,2026-04-18 17:17:36+00:00,2026-04-18T17:17:36Z,P001,Café,2,2.5,5.0,0.16,4.2,0.8
1185,2026-04-18 17:17:38+00:00,2026-04-18T17:17:38Z,P004,Huevos,2,3.9,7.8,0.15,6.63,1.17
1079,2026-04-18 17:17:44+00:00,2026-04-18T17:17:44Z,P008,Jugo,1,2.9,2.9,0.01,2.87,0.03
836,2026-04-18 17:18:07+00:00,2026-04-18T17:18:07Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
467,2026-04-18 17:18:23+00:00,2026-04-18T17:18:23Z,P004,Huevos,1,3.9,3.9,0.01,3.86,0.04
399,2026-04-18 17:18:41+00:00,2026-04-18T17:18:41Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
887,2026-04-18 17:18:43+00:00,2026-04-18T17:18:43Z,P006,Queso,4,4.5,18.0,0.05,17.1,0.9
510,2026-04-18 17:19:16+00:00,2026-04-18T17:19:16Z,P006,Queso,1,4.5,4.5,0.15,3.82,0.68
792,2026-04-18 17:19:45+00:00,2026-04-18T17:19:45Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
1067,2026-04-18 17:19:58+00:00,2026-04-18T17:19:58Z,P006,Queso,1,4.5,4.5,0.07,4.18,0.32
914,2026-04-18 17:20:24+00:00,2026-04-18T17:20:24Z,P002,Pan,1,1.2,1.2,0.05,1.14,0.06
97,2026-04-18 17:20:25+00:00,2026-04-18T17:20:25Z,P005,Arroz,2,2.1,4.2,0.19,3.4,0.8
911,2026-04-18 17:21:23+00:00,2026-04-18T17:21:23Z,P005,Arroz,1,2.1,2.1,0.12,1.85,0.25
857,2026-04-18 17:21:33+00:00,2026-04-18T17:21:33Z,P002,Pan,1,1.2,1.2,0.05,1.14,0.06
1008,2026-04-18 17:23:15+00:00,2026-04-18T17:23:15Z,P001,Café,4,2.5,10.0,0.14,8.6,1.4
370,2026-04-18 17:23:32+00:00,2026-04-18T17:23:32Z,P003,Leche,4,1.8,7.2,0.06,6.77,0.43
684,2026-04-18 17:25:04+00:00,2026-04-18T17:25:04Z,P001,Café,1,2.5,2.5,0.06,2.35,0.15
1144,2026-04-18 17:25:28+00:00,2026-04-18T17:25:28Z,P002,Pan,1,1.2,1.2,0.0,1.2,0.0
125,2026-04-18 17:25:46+00:00,2026-04-18T17:25:46Z,P003,Leche,3,1.8,5.4,0.15,4.59,0.81
460,2026-04-18 17:25:52+00:00,2026-04-18T17:25:52Z,P007,Galletas,1,1.6,1.6,0.18,1.31,0.29
1046,2026-04-18 17:28:47+00:00,2026-04-18T17:28:47Z,P006,Queso,1,4.5,4.5,0.13,3.92,0.58
842,2026-04-18 17:29:18+00:00,2026-04-18T17:29:18Z,P005,Arroz,1,2.1,2.1,0.19,1.7,0.4
241,2026-04-18 17:29:58+00:00,2026-04-18T17:29:58Z,P005,Arroz,2,2.1,4.2,0.0,4.2,0.0
839,2026-04-18 17:30:21+00:00,2026-04-18T17:30:21Z,P004,Huevos,1,3.9,3.9,0.05,3.7,0.2
438,2026-04-18 17:31:20+00:00,2026-04-18T17:31:20Z,P008,Jugo,1,2.9,2.9,0.1,2.61,0.29
1050,2026-04-18 17:31:49+00:00,2026-04-18T17:31:49Z,P008,Jugo,3,2.9,8.7,0.19,7.05,1.65
805,2026-04-18 17:32:19+00:00,2026-04-18T17:32:19Z,P003,Leche,3,1.8,5.4,0.19,4.37,1.03
445,2026-04-18 17:33:14+00:00,2026-04-18T17:33:14Z,P004,Huevos,1,3.9,3.9,0.08,3.59,0.31
350,2026-04-18 17:33:23+00:00,2026-04-18T17:33:23Z,P002,Pan,4,1.2,4.8,0.05,4.56,0.24
1049,2026-04-18 17:34:11+00:00,2026-04-18T17:34:11Z,P005,Arroz,1,2.1,2.1,0.09,1.91,0.19
248,2026-04-18 17:34:57+00:00,2026-04-18T17:34:57Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
240,2026-04-18 17:35:20+00:00,2026-04-18T17:35:20Z,P004,Huevos,2,3.9,7.8,0.19,6.32,1.48
938,2026-04-18 17:36:54+00:00,2026-04-18T17:36:54Z,P001,Café,3,2.5,7.5,0.04,7.2,0.3
264,2026-04-18 17:37:35+00:00,2026-04-18T17:37:35Z,P006,Queso,1,4.5,4.5,0.16,3.78,0.72
928,2026-04-18 17:38:05+00:00,2026-04-18T17:38:05Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
589,2026-04-18 17:38:24+00:00,2026-04-18T17:38:24Z,P007,Galletas,2,1.6,3.2,0.16,2.69,0.51
543,2026-04-18 17:38:25+00:00,2026-04-18T17:38:25Z,P006,Queso,1,4.5,4.5,0.15,3.82,0.68
470,2026-04-18 17:38:55+00:00,2026-04-18T17:38:55Z,P002,Pan,1,1.2,1.2,0.12,1.06,0.14
745,2026-04-18 17:38:56+00:00,2026-04-18T17:38:56Z,P007,Galletas,1,1.6,1.6,0.07,1.49,0.11
417,2026-04-18 17:39:07+00:00,2026-04-18T17:39:07Z,P003,Leche,4,1.8,7.2,0.06,6.77,0.43
103,2026-04-18 17:39:21+00:00,2026-04-18T17:39:21Z,P002,Pan,3,1.2,3.6,0.07,3.35,0.25
346,2026-04-18 17:39:29+00:00,2026-04-18T17:39:29Z,P002,Pan,1,1.2,1.2,0.16,1.01,0.19
488,2026-04-18 17:39:49+00:00,2026-04-18T17:39:49Z,P001,Café,1,2.5,2.5,0.02,2.45,0.05
319,2026-04-18 17:42:25+00:00,2026-04-18T17:42:25Z,P003,Leche,2,1.8,3.6,0.04,3.46,0.14
834,2026-04-18 17:42:33+00:00,2026-04-18T17:42:33Z,P005,Arroz,2,2.1,4.2,0.15,3.57,0.63
482,2026-04-18 17:42:55+00:00,2026-04-18T17:42:55Z,P003,Leche,2,1.8,3.6,0.05,3.42,0.18
523,2026-04-18 17:42:59+00:00,2026-04-18T17:42:59Z,P008,Jugo,2,2.9,5.8,0.01,5.74,0.06
789,2026-04-18 17:43:13+00:00,2026-04-18T17:43:13Z,P005,Arroz,2,2.1,4.2,0.01,4.16,0.04
516,2026-04-18 17:43:21+00:00,2026-04-18T17:43:21Z,P005,Arroz,2,2.1,4.2,0.11,3.74,0.46
229,2026-04-18 17:43:48+00:00,2026-04-18T17:43:48Z,P003,Leche,2,1.8,3.6,0.07,3.35,0.25
278,2026-04-18 17:44:17+00:00,2026-04-18T17:44:17Z,P001,Café,1,2.5,2.5,0.2,2.0,0.5
178,2026-04-18 17:44:25+00:00,2026-04-18T17:44:25Z,P005,Arroz,1,2.1,2.1,0.18,1.72,0.38
356,2026-04-18 17:44:30+00:00,2026-04-18T17:44:30Z,P003,Leche,3,1.8,5.4,0.2,4.32,1.08
1098,2026-04-18 17:44:34+00:00,2026-04-18T17:44:34Z,P002,Pan,1,1.2,1.2,0.05,1.14,0.06
883,2026-04-18 17:44:48+00:00,2026-04-18T17:44:48Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
630,2026-04-18 17:46:44+00:00,2026-04-18T17:46:44Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
735,2026-04-18 17:46:56+00:00,2026-04-18T17:46:56Z,P006,Queso,1,4.5,4.5,0.1,4.05,0.45
998,2026-04-18 17:47:14+00:00,2026-04-18T17:47:14Z,P008,Jugo,2,2.9,5.8,0.14,4.99,0.81
926,2026-04-18 17:48:47+00:00,2026-04-18T17:48:47Z,P001,Café,2,2.5,5.0,0.09,4.55,0.45
329,2026-04-18 17:48:47+00:00,2026-04-18T17:48:47Z,P008,Jugo,1,2.9,2.9,0.05,2.76,0.14
837,2026-04-18 17:49:16+00:00,2026-04-18T17:49:16Z,P004,Huevos,1,3.9,3.9,0.08,3.59,0.31
830,2026-04-18 17:49:34+00:00,2026-04-18T17:49:34Z,P001,Café,2,2.5,5.0,0.12,4.4,0.6
1109,2026-04-18 17:49:35+00:00,2026-04-18T17:49:35Z,P003,Leche,2,1.8,3.6,0.13,3.13,0.47
306,2026-04-18 17:50:17+00:00,2026-04-18T17:50:17Z,P001,Café,1,2.5,2.5,0.15,2.12,0.38
497,2026-04-18 17:50:33+00:00,2026-04-18T17:50:33Z,P006,Queso,2,4.5,9.0,0.17,7.47,1.53
721,2026-04-18 17:51:08+00:00,2026-04-18T17:51:08Z,P006,Queso,2,4.5,9.0,0.13,7.83,1.17
850,2026-04-18 17:51:10+00:00,2026-04-18T17:51:10Z,P002,Pan,1,1.2,1.2,0.02,1.18,0.02
546,2026-04-18 17:51:15+00:00,2026-04-18T17:51:15Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
193,2026-04-18 17:51:15+00:00,2026-04-18T17:51:15Z,P003,Leche,1,1.8,1.8,0.06,1.69,0.11
1040,2026-04-18 17:52:06+00:00,2026-04-18T17:52:06Z,P005,Arroz,3,2.1,6.3,0.11,5.61,0.69
1127,2026-04-18 17:52:46+00:00,2026-04-18T17:52:46Z,P006,Queso,2,4.5,9.0,0.07,8.37,0.63
956,2026-04-18 17:54:51+00:00,2026-04-18T17:54:51Z,P003,Leche,2,1.8,3.6,0.15,3.06,0.54
643,2026-04-18 17:54:54+00:00,2026-04-18T17:54:54Z,P005,Arroz,1,2.1,2.1,0.04,2.02,0.08
597,2026-04-18 17:55:22+00:00,2026-04-18T17:55:22Z,P001,Café,1,2.5,2.5,0.05,2.38,0.12
1175,2026-04-18 17:55:40+00:00,2026-04-18T17:55:40Z,P004,Huevos,1,3.9,3.9,0.05,3.7,0.2
435,2026-04-18 17:55:46+00:00,2026-04-18T17:55:46Z,P005,Arroz,2,2.1,4.2,0.03,4.07,0.13
212,2026-04-18 17:56:48+00:00,2026-04-18T17:56:48Z,P008,Jugo,3,2.9,8.7,0.18,7.13,1.57
942,2026-04-18 17:57:12+00:00,2026-04-18T17:57:12Z,P006,Queso,1,4.5,4.5,0.12,3.96,0.54
220,2026-04-18 17:57:51+00:00,2026-04-18T17:57:51Z,P008,Jugo,3,2.9,8.7,0.07,8.09,0.61
840,2026-04-18 17:58:07+00:00,2026-04-18T17:58:07Z,P008,Jugo,1,2.9,2.9,0.08,2.67,0.23
1164,2026-04-18 17:58:42+00:00,2026-04-18T17:58:42Z,P006,Queso,3,4.5,13.5,0.2,10.8,2.7
1052,2026-04-18 17:59:21+00:00,2026-04-18T17:59:21Z,P007,Galletas,2,1.6,3.2,0.1,2.88,0.32
759,2026-04-18 17:59:30+00:00,2026-04-18T17:59:30Z,P004,Huevos,1,3.9,3.9,0.05,3.7,0.2
466,2026-04-18 17:59:57+00:00,2026-04-18T17:59:57Z,P005,Arroz,2,2.1,4.2,0.16,3.53,0.67
464,2026-04-18 18:00:16+00:00,2026-04-18T18:00:16Z,P006,Queso,2,4.5,9.0,0.13,7.83,1.17
678,2026-04-18 18:00:21+00:00,2026-04-18T18:00:21Z,P001,Café,2,2.5,5.0,0.2,4.0,1.0
94,2026-04-18 18:00:33+00:00,2026-04-18T18:00:33Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
991,2026-04-18 18:00:36+00:00,2026-04-18T18:00:36Z,P002,Pan,1,1.2,1.2,0.09,1.09,0.11
458,2026-04-18 18:00:47+00:00,2026-04-18T18:00:47Z,P006,Queso,2,4.5,9.0,0.16,7.56,1.44
1115,2026-04-18 18:00:59+00:00,2026-04-18T18:00:59Z,P004,Huevos,2,3.9,7.8,0.17,6.47,1.33
281,2026-04-18 18:01:05+00:00,2026-04-18T18:01:05Z,P004,Huevos,1,3.9,3.9,0.18,3.2,0.7
922,2026-04-18 18:02:05+00:00,2026-04-18T18:02:05Z,P002,Pan,1,1.2,1.2,0.01,1.19,0.01
692,2026-04-18 18:02:13+00:00,2026-04-18T18:02:13Z,P006,Queso,1,4.5,4.5,0.06,4.23,0.27
205,2026-04-18 18:02:20+00:00,2026-04-18T18:02:20Z,P008,Jugo,2,2.9,5.8,0.02,5.68,0.12
11,2026-04-18 18:02:42+00:00,2026-04-18T18:02:42Z,P004,Huevos,2,3.9,7.8,0.04,7.49,0.31
42,2026-04-18 18:03:14+00:00,2026-04-18T18:03:14Z,P002,Pan,3,1.2,3.6,0.19,2.92,0.68
490,2026-04-18 18:03:15+00:00,2026-04-18T18:03:15Z,P001,Café,1,2.5,2.5,0.12,2.2,0.3
432,2026-04-18 18:03:45+00:00,2026-04-18T18:03:45Z,P003,Leche,1,1.8,1.8,0.19,1.46,0.34
64,2026-04-18 18:04:00+00:00,2026-04-18T18:04:00Z,P008,Jugo,2,2.9,5.8,0.07,5.39,0.41
299,2026-04-18 18:04:32+00:00,2026-04-18T18:04:32Z,P002,Pan,1,1.2,1.2,0.17,1.0,0.2
85,2026-04-18 18:06:24+00:00,2026-04-18T18:06:24Z,P001,Café,3,2.5,7.5,0.09,6.82,0.68
162,2026-04-18 18:06:55+00:00,2026-04-18T18:06:55Z,P001,Café,2,2.5,5.0,0.05,4.75,0.25
904,2026-04-18 18:07:24+00:00,2026-04-18T18:07:24Z,P001,Café,1,2.5,2.5,0.16,2.1,0.4
1032,2026-04-18 18:08:03+00:00,2026-04-18T18:08:03Z,P007,Galletas,1,1.6,1.6,0.19,1.3,0.3
444,2026-04-18 18:08:06+00:00,2026-04-18T18:08:06Z,P004,Huevos,1,3.9,3.9,0.02,3.82,0.08
1070,2026-04-18 18:08:22+00:00,2026-04-18T18:08:22Z,P005,Arroz,1,2.1,2.1,0.12,1.85,0.25
1085,2026-04-18 18:09:03+00:00,2026-04-18T18:09:03Z,P005,Arroz,2,2.1,4.2,0.12,3.7,0.5
738,2026-04-18 18:10:56+00:00,2026-04-18T18:10:56Z,P007,Galletas,1,1.6,1.6,0.04,1.54,0.06
762,2026-04-18 18:11:10+00:00,2026-04-18T18:11:10Z,P004,Huevos,3,3.9,11.7,0.07,10.88,0.82
360,2026-04-18 18:12:18+00:00,2026-04-18T18:12:18Z,P006,Queso,3,4.5,13.5,0.03,13.1,0.4
